3494	2407	5576	2676	6478
442	1730	4593	2648	8514
9058	9422	4701	1132	5449
5487	5250	1759	9122	3185
38	1892	9706	4142	6300
5205	736	5859	2331	253
1166	6625	6865	4969	1533
5713	3504	1447	4034	6762
9393	1604	8159	850	8127
8946	389	1465	275	107
6433	7335	9437	5287	8969
6650	6896	6298	7669	5776
7403	1665	9356	351	6011
8502	7520	3943	7140	9259
9835	4140	1112	3690	3298
2566	5682	3819	5119	5092
8012	5606	6820	2608	8819
2375	5339	1496	7289	6437
437	7409	1667	237	4362
4129	1723	4656	8810	4489
1022	9925	7859	2732	8983
3097	5254	210	3482	8839
6201	4594	2149	5649	2604
589	7254	9750	5102	1113
7831	7474	5277	3974	5793
651	5811	1854	702	6194
3843	2891	5860	4821	7855
3621	2498	9099	8060	4812
2372	9711	6488	8820	2151
701	4405	4983	4943	9479
2750	1524	6015	117	3345
7742	5659	5619	1030	2505
1784	7384	2380	843	2391
2767	3512	2201	3157	3553
3140	9890	6437	7020	6609
237	496	1853	6046	6755
7419	2976	3218	3245	199
3845	4179	6059	5598	4750
7356	3703	7660	142	3305
5038	1619	4028	353	5470
5265	2433	8733	2243	8775
3758	4656	7029	6448	6702
3757	4663	193	6667	1033
7600	5343	278	8639	495
3274	9773	4565	8532	3693
9394	2563	3640	1307	6762
2069	9612	8292	777	4765
677	182	4655	7383	4512
542	4281	6463	2001	6068
9091	9963	1844	3903	2801
335	7688	6458	5144	9466
116	927	274	6080	5147
4939	2085	9353	2862	1680
9956	1826	3378	2124	6154
8800	5795	5772	27	8563
1191	2038	318	169	6567
6918	3958	6779	1691	5909
7177	8486	4736	1074	1751
5220	3918	5203	4372	9784
5043	1379	7149	8362	1472
5455	7168	9791	8271	3166
7874	2732	3285	9879	7676
6574	4253	6574	2953	2344
4457	3372	2450	2859	3795
2816	2989	3545	9848	1588
949	6186	2524	7230	9797
3411	3833	9460	8620	5052
6513	8294	5392	298	5815
7976	6109	4428	9771	8503
3260	8918	5062	3763	8129
1774	8372	5721	4458	8790
8561	6523	3937	5157	1657
951	4204	16	9648	1196
5172	9694	2220	6352	6959
3188	3941	2250	7531	712
1636	4189	5894	1246	2118
4209	9330	317	4048	4009
5905	5866	7576	9737	8902
7922	8187	2759	3963	8894
8515	8146	1755	249	577
4786	4956	9077	6871	1708
6418	9270	7428	8147	7106
8222	6961	1463	5899	9729
964	4174	5382	8142	7739
4697	4117	6350	8741	3928
3322	6900	6754	9945	2432
5139	5046	6680	7344	2198
8334	6590	2509	4436	3464
5109	5603	8793	4958	7041
7416	3502	7852	6433	6002
2571	2080	7129	8531	9297
5117	273	5862	7871	1225
3350	9331	9821	7962	8474
187	6147	358	7494	5527
